"subject","event","date","memory","negative","positive","surprise","covid","datePlot"
72,"caucusNV","February",55,0,15,15,0,"FEB"
72,"covid","March",100,10,0,100,1,"MAR"
72,"falwell","August",54,42,25,64,0,"AUG"
72,"firstStim","March",80,0,100,80,0,"MAR"
72,"georgeFloyd","May",95,100,0,80,0,"MAY"
72,"jadaSmith","July",0,0,0,0,0,"JUL"
72,"kobe","January",80,60,0,100,0,"JAN"
72,"nayaRivera","July",80,55,0,100,0,"JUL"
72,"olsenDivorce","May",0,0,0,0,0,"MAY"
72,"presBiden","November",100,0,100,25,0,"NOV"
72,"presDebates","October",90,0,0,20,0,"OCT"
72,"primaryNH","February",55,0,0,5,0,"FEB"
72,"secondStim","December",80,0,100,60,0,"DEC"
72,"soleimani","January",80,50,0,80,0,"JAN"
72,"thomBrenn","August",0,0,0,0,0,"AUG"
72,"toobinZoom","October",80,5,0,59,0,"OCT"
72,"trumpFraud","November",94,80,0,55,0,"NOV"
72,"trumpInterview","September",70,95,0,75,0,"SEP"
73,"BLM","June",55,23,51,13,0,"JUN"
73,"NFL","April",0,0,0,0,0,"APR"
73,"RBG","September",61,74,0,6,0,"SEP"
73,"baldwin","December",0,0,0,0,0,"DEC"
73,"barronTrump","June",0,0,0,0,0,"JUN"
73,"borisJCovid","April",23,10,0,0,0,"APR"
73,"caucusNV","February",0,0,0,0,0,"FEB"
73,"covid","March",100,44,12,91,1,"MAR"
73,"falwell","August",0,0,0,0,0,"AUG"
73,"firstStim","March",50,5,91,31,0,"MAR"
73,"georgeFloyd","May",91,84,0,17,0,"MAY"
73,"jadaSmith","July",0,0,0,0,0,"JUL"
73,"kobe","January",95,89,0,90,0,"JAN"
73,"nayaRivera","July",19,38,0,4,0,"JUL"
73,"olsenDivorce","May",0,0,0,0,0,"MAY"
73,"presBiden","November",100,0,100,9,0,"NOV"
73,"presDebates","October",75,93,0,0,0,"OCT"
73,"primaryNH","February",0,0,0,0,0,"FEB"
73,"secondStim","December",60,19,78,17,0,"DEC"
73,"soleimani","January",0,0,0,0,0,"JAN"
73,"thomBrenn","August",0,0,0,0,0,"AUG"
73,"toobinZoom","October",0,0,0,0,0,"OCT"
73,"trumpFraud","November",93,95,0,0,0,"NOV"
73,"trumpInterview","September",13,69,0,0,0,"SEP"
74,"BLM","June",100,10,0,25,0,"JUN"
74,"NFL","April",0,0,0,0,0,"APR"
74,"RBG","September",75,0,0,5,0,"SEP"
74,"baldwin","December",0,0,0,0,0,"DEC"
74,"barronTrump","June",0,0,0,0,0,"JUN"
74,"borisJCovid","April",70,0,0,5,0,"APR"
74,"caucusNV","February",0,0,0,0,0,"FEB"
74,"covid","March",100,0,20,9,1,"MAR"
74,"falwell","August",0,0,0,0,0,"AUG"
74,"firstStim","March",10,0,5,0,0,"MAR"
74,"georgeFloyd","May",100,20,0,15,0,"MAY"
74,"jadaSmith","July",65,3,0,60,0,"JUL"
74,"kobe","January",95,20,0,90,0,"JAN"
74,"nayaRivera","July",0,0,0,0,0,"JUL"
74,"olsenDivorce","May",0,0,0,0,0,"MAY"
74,"presBiden","November",90,0,35,20,0,"NOV"
74,"presDebates","October",90,10,0,0,0,"OCT"
74,"primaryNH","February",0,0,0,0,0,"FEB"
74,"secondStim","December",90,0,10,0,0,"DEC"
74,"soleimani","January",0,0,0,0,0,"JAN"
74,"thomBrenn","August",0,0,0,0,0,"AUG"
74,"toobinZoom","October",15,0,0,0,0,"OCT"
74,"trumpFraud","November",90,5,0,5,0,"NOV"
74,"trumpInterview","September",15,0,0,0,0,"SEP"
75,"BLM","June",100,100,0,33,0,"JUN"
75,"NFL","April",80,100,0,0,0,"APR"
75,"RBG","September",0,0,0,0,0,"SEP"
75,"baldwin","December",0,0,0,0,0,"DEC"
75,"barronTrump","June",0,0,0,0,0,"JUN"
75,"borisJCovid","April",0,0,0,0,0,"APR"
75,"caucusNV","February",0,0,0,0,0,"FEB"
75,"covid","March",100,100,0,100,1,"MAR"
75,"falwell","August",0,0,0,0,0,"AUG"
75,"firstStim","March",26,27,0,0,0,"MAR"
75,"georgeFloyd","May",100,0,0,38,0,"MAY"
75,"jadaSmith","July",0,0,0,0,0,"JUL"
75,"kobe","January",100,0,0,100,0,"JAN"
75,"nayaRivera","July",0,0,0,0,0,"JUL"
75,"olsenDivorce","May",0,0,0,0,0,"MAY"
75,"presBiden","November",100,65,0,35,0,"NOV"
75,"presDebates","October",52,0,50,0,0,"OCT"
75,"primaryNH","February",0,0,0,0,0,"FEB"
75,"secondStim","December",100,100,0,0,0,"DEC"
75,"soleimani","January",0,0,0,0,0,"JAN"
75,"thomBrenn","August",0,0,0,0,0,"AUG"
75,"toobinZoom","October",0,0,0,0,0,"OCT"
75,"trumpFraud","November",85,35,17,8,0,"NOV"
75,"trumpInterview","September",0,0,0,0,0,"SEP"
76,"BLM","June",100,50,50,29,0,"JUN"
76,"NFL","April",0,0,0,0,0,"APR"
76,"RBG","September",100,100,0,29,0,"SEP"
76,"baldwin","December",80,52,0,22,0,"DEC"
76,"barronTrump","June",0,0,0,0,0,"JUN"
76,"borisJCovid","April",70,0,0,10,0,"APR"
76,"caucusNV","February",15,0,0,0,0,"FEB"
76,"covid","March",100,100,0,48,1,"MAR"
76,"falwell","August",10,1,1,0,0,"AUG"
76,"firstStim","March",100,0,100,22,0,"MAR"
76,"georgeFloyd","May",100,88,0,27,0,"MAY"
76,"jadaSmith","July",19,12,0,10,0,"JUL"
76,"kobe","January",100,44,0,34,0,"JAN"
76,"nayaRivera","July",100,50,0,28,0,"JUL"
76,"olsenDivorce","May",10,0,0,2,0,"MAY"
76,"presBiden","November",100,0,100,28,0,"NOV"
76,"presDebates","October",70,80,40,0,0,"OCT"
76,"primaryNH","February",40,0,0,9,0,"FEB"
76,"secondStim","December",40,1,50,10,0,"DEC"
76,"soleimani","January",19,0,0,7,0,"JAN"
76,"thomBrenn","August",0,0,0,0,0,"AUG"
76,"toobinZoom","October",0,1,0,0,0,"OCT"
76,"trumpFraud","November",100,100,1,3,0,"NOV"
76,"trumpInterview","September",5,82,5,5,0,"SEP"
77,"BLM","June",100,94,1,3,0,"JUN"
77,"NFL","April",0,0,0,0,0,"APR"
77,"RBG","September",100,92,2,4,0,"SEP"
77,"baldwin","December",83,0,0,0,0,"DEC"
77,"barronTrump","June",0,0,0,0,0,"JUN"
77,"borisJCovid","April",98,90,7,61,0,"APR"
77,"caucusNV","February",81,93,3,50,0,"FEB"
77,"covid","March",95,100,5,100,1,"MAR"
77,"falwell","August",75,89,4,99,0,"AUG"
77,"firstStim","March",100,13,50,95,0,"MAR"
77,"georgeFloyd","May",100,99,1,96,0,"MAY"
77,"jadaSmith","July",0,0,0,0,0,"JUL"
77,"kobe","January",100,100,0,100,0,"JAN"
77,"nayaRivera","July",94,98,0,94,0,"JUL"
77,"olsenDivorce","May",0,0,0,0,0,"MAY"
77,"presBiden","November",100,100,0,100,0,"NOV"
77,"presDebates","October",100,48,49,0,0,"OCT"
77,"primaryNH","February",95,92,3,40,0,"FEB"
77,"secondStim","December",98,95,5,90,0,"DEC"
77,"soleimani","January",100,0,0,100,0,"JAN"
77,"thomBrenn","August",0,0,0,0,0,"AUG"
77,"toobinZoom","October",98,1,93,5,0,"OCT"
77,"trumpFraud","November",100,0,98,0,0,"NOV"
77,"trumpInterview","September",94,95,3,6,0,"SEP"
78,"BLM","June",100,0,100,100,0,"JUN"
78,"NFL","April",0,0,0,0,0,"APR"
78,"RBG","September",0,0,0,0,0,"SEP"
78,"baldwin","December",0,0,0,0,0,"DEC"
78,"barronTrump","June",100,0,0,100,0,"JUN"
78,"borisJCovid","April",100,0,0,100,0,"APR"
78,"caucusNV","February",0,0,0,0,0,"FEB"
78,"covid","March",100,100,0,100,1,"MAR"
78,"falwell","August",0,0,0,0,0,"AUG"
78,"firstStim","March",100,0,100,100,0,"MAR"
78,"georgeFloyd","May",100,100,0,100,0,"MAY"
78,"jadaSmith","July",100,0,0,100,0,"JUL"
78,"kobe","January",100,0,0,100,0,"JAN"
78,"nayaRivera","July",100,0,0,100,0,"JUL"
78,"olsenDivorce","May",0,0,0,0,0,"MAY"
78,"presBiden","November",100,0,100,0,0,"NOV"
78,"presDebates","October",100,0,0,0,0,"OCT"
78,"primaryNH","February",0,0,0,0,0,"FEB"
78,"secondStim","December",100,0,100,100,0,"DEC"
78,"soleimani","January",0,0,0,0,0,"JAN"
78,"thomBrenn","August",0,0,0,0,0,"AUG"
78,"toobinZoom","October",0,0,0,0,0,"OCT"
78,"trumpFraud","November",100,100,0,100,0,"NOV"
78,"trumpInterview","September",0,0,0,0,0,"SEP"
79,"BLM","June",65,4,13,5,0,"JUN"
79,"NFL","April",0,0,0,0,0,"APR"
79,"RBG","September",0,0,0,0,0,"SEP"
79,"baldwin","December",0,0,0,0,0,"DEC"
79,"barronTrump","June",0,0,0,0,0,"JUN"
79,"borisJCovid","April",25,11,0,0,0,"APR"
79,"caucusNV","February",0,0,0,0,0,"FEB"
79,"covid","March",90,91,0,77,1,"MAR"
79,"falwell","August",37,12,0,8,0,"AUG"
79,"firstStim","March",100,0,100,5,0,"MAR"
79,"georgeFloyd","May",100,100,0,60,0,"MAY"
79,"jadaSmith","July",65,35,3,74,0,"JUL"
79,"kobe","January",100,85,0,100,0,"JAN"
79,"nayaRivera","July",100,74,0,68,0,"JUL"
79,"olsenDivorce","May",0,0,0,0,0,"MAY"
79,"presBiden","November",65,13,8,50,0,"NOV"
79,"presDebates","October",56,8,10,0,0,"OCT"
79,"primaryNH","February",0,0,0,0,0,"FEB"
79,"secondStim","December",100,0,100,19,0,"DEC"
79,"soleimani","January",0,0,0,0,0,"JAN"
79,"thomBrenn","August",5,3,0,0,0,"AUG"
79,"toobinZoom","October",47,16,0,54,0,"OCT"
79,"trumpFraud","November",55,15,0,1,0,"NOV"
79,"trumpInterview","September",0,0,0,0,0,"SEP"
80,"BLM","June",95,10,85,20,0,"JUN"
80,"NFL","April",0,0,0,0,0,"APR"
80,"RBG","September",95,100,0,0,0,"SEP"
80,"baldwin","December",75,55,0,65,0,"DEC"
80,"barronTrump","June",0,0,0,0,0,"JUN"
80,"borisJCovid","April",90,0,75,5,0,"APR"
80,"caucusNV","February",45,10,50,40,0,"FEB"
80,"covid","March",100,100,0,85,1,"MAR"
80,"falwell","August",95,90,0,70,0,"AUG"
80,"firstStim","March",95,10,80,10,0,"MAR"
80,"georgeFloyd","May",95,100,0,40,0,"MAY"
80,"jadaSmith","July",20,20,0,5,0,"JUL"
80,"kobe","January",95,90,0,95,0,"JAN"
80,"nayaRivera","July",60,70,0,50,0,"JUL"
80,"olsenDivorce","May",0,0,0,0,0,"MAY"
80,"presBiden","November",100,0,100,35,0,"NOV"
80,"presDebates","October",98,75,25,35,0,"OCT"
80,"primaryNH","February",45,10,50,40,0,"FEB"
80,"secondStim","December",95,5,80,15,0,"DEC"
80,"soleimani","January",85,25,65,90,0,"JAN"
80,"thomBrenn","August",85,5,60,80,0,"AUG"
80,"toobinZoom","October",75,25,0,85,0,"OCT"
80,"trumpFraud","November",100,100,0,0,0,"NOV"
80,"trumpInterview","September",85,100,0,0,0,"SEP"
81,"BLM","June",100,0,100,50,0,"JUN"
81,"NFL","April",0,0,0,0,0,"APR"
81,"RBG","September",100,100,0,30,0,"SEP"
81,"baldwin","December",0,0,0,0,0,"DEC"
81,"barronTrump","June",30,0,60,0,0,"JUN"
81,"borisJCovid","April",40,0,0,0,0,"APR"
81,"caucusNV","February",0,0,0,0,0,"FEB"
81,"covid","March",100,60,40,100,1,"MAR"
81,"falwell","August",0,0,0,0,0,"AUG"
81,"firstStim","March",100,0,100,40,0,"MAR"
81,"georgeFloyd","May",100,100,0,80,0,"MAY"
81,"jadaSmith","July",70,70,0,80,0,"JUL"
81,"kobe","January",90,100,0,90,0,"JAN"
81,"nayaRivera","July",70,100,0,70,0,"JUL"
81,"olsenDivorce","May",0,0,0,0,0,"MAY"
81,"presBiden","November",100,0,100,50,0,"NOV"
81,"presDebates","October",30,0,0,0,0,"OCT"
81,"primaryNH","February",0,0,0,0,0,"FEB"
81,"secondStim","December",60,20,80,20,0,"DEC"
81,"soleimani","January",30,0,0,0,0,"JAN"
81,"thomBrenn","August",0,0,0,0,0,"AUG"
81,"toobinZoom","October",0,0,0,0,0,"OCT"
81,"trumpFraud","November",100,100,0,0,0,"NOV"
81,"trumpInterview","September",0,0,0,0,0,"SEP"
82,"BLM","June",75,70,0,18,0,"JUN"
82,"NFL","April",0,0,0,0,0,"APR"
82,"RBG","September",90,81,0,89,0,"SEP"
82,"baldwin","December",0,0,0,0,0,"DEC"
82,"barronTrump","June",0,0,0,0,0,"JUN"
82,"borisJCovid","April",64,0,0,30,0,"APR"
82,"caucusNV","February",0,0,0,0,0,"FEB"
82,"covid","March",100,95,0,68,1,"MAR"
82,"falwell","August",69,36,0,48,0,"AUG"
82,"firstStim","March",94,0,88,87,0,"MAR"
82,"georgeFloyd","May",98,78,0,30,0,"MAY"
82,"jadaSmith","July",0,0,0,0,0,"JUL"
82,"kobe","January",71,70,0,71,0,"JAN"
82,"nayaRivera","July",39,27,0,16,0,"JUL"
82,"olsenDivorce","May",0,0,0,0,0,"MAY"
82,"presBiden","November",100,0,93,48,0,"NOV"
82,"presDebates","October",0,0,0,0,0,"OCT"
82,"primaryNH","February",0,0,0,0,0,"FEB"
82,"secondStim","December",90,0,87,79,0,"DEC"
82,"soleimani","January",0,0,0,0,0,"JAN"
82,"thomBrenn","August",0,0,0,0,0,"AUG"
82,"toobinZoom","October",0,0,0,0,0,"OCT"
82,"trumpFraud","November",100,100,0,7,0,"NOV"
82,"trumpInterview","September",92,80,0,35,0,"SEP"
83,"BLM","June",95,100,0,80,0,"JUN"
83,"NFL","April",0,0,0,0,0,"APR"
83,"RBG","September",80,0,0,10,0,"SEP"
83,"baldwin","December",0,0,0,0,0,"DEC"
83,"barronTrump","June",0,0,0,0,0,"JUN"
83,"borisJCovid","April",0,0,0,0,0,"APR"
83,"caucusNV","February",0,0,0,0,0,"FEB"
83,"covid","March",90,70,15,100,1,"MAR"
83,"falwell","August",0,0,0,0,0,"AUG"
83,"firstStim","March",70,0,100,100,0,"MAR"
83,"georgeFloyd","May",90,100,0,30,0,"MAY"
83,"jadaSmith","July",0,0,0,0,0,"JUL"
83,"kobe","January",20,10,0,10,0,"JAN"
83,"nayaRivera","July",0,0,0,0,0,"JUL"
83,"olsenDivorce","May",0,0,0,0,0,"MAY"
83,"presBiden","November",100,70,20,90,0,"NOV"
83,"presDebates","October",50,80,10,0,0,"OCT"
83,"primaryNH","February",0,0,0,0,0,"FEB"
83,"secondStim","December",90,10,100,10,0,"DEC"
83,"soleimani","January",0,0,0,0,0,"JAN"
83,"thomBrenn","August",0,0,0,0,0,"AUG"
83,"toobinZoom","October",0,0,0,0,0,"OCT"
83,"trumpFraud","November",90,50,20,70,0,"NOV"
83,"trumpInterview","September",0,0,0,0,0,"SEP"
84,"BLM","June",100,100,0,100,0,"JUN"
84,"NFL","April",10,0,0,0,0,"APR"
84,"RBG","September",100,0,0,20,0,"SEP"
84,"baldwin","December",0,0,0,0,0,"DEC"
84,"barronTrump","June",0,0,0,0,0,"JUN"
84,"borisJCovid","April",20,0,0,0,0,"APR"
84,"caucusNV","February",0,0,0,0,0,"FEB"
84,"covid","March",100,100,0,100,1,"MAR"
84,"falwell","August",100,100,0,100,0,"AUG"
84,"firstStim","March",100,0,100,100,0,"MAR"
84,"georgeFloyd","May",100,100,0,100,0,"MAY"
84,"jadaSmith","July",0,0,0,0,0,"JUL"
84,"kobe","January",100,100,0,100,0,"JAN"
84,"nayaRivera","July",0,0,0,0,0,"JUL"
84,"olsenDivorce","May",0,0,0,0,0,"MAY"
84,"presBiden","November",100,100,0,100,0,"NOV"
84,"presDebates","October",100,50,50,0,0,"OCT"
84,"primaryNH","February",0,0,0,0,0,"FEB"
84,"secondStim","December",100,0,100,100,0,"DEC"
84,"soleimani","January",100,0,60,80,0,"JAN"
84,"thomBrenn","August",0,0,0,0,0,"AUG"
84,"toobinZoom","October",0,0,0,0,0,"OCT"
84,"trumpFraud","November",100,80,0,50,0,"NOV"
84,"trumpInterview","September",0,0,0,0,0,"SEP"
85,"BLM","June",100,89,0,40,0,"JUN"
85,"NFL","April",5,0,40,5,0,"APR"
85,"RBG","September",90,74,0,40,0,"SEP"
85,"baldwin","December",28,0,0,10,0,"DEC"
85,"barronTrump","June",0,0,0,0,0,"JUN"
85,"borisJCovid","April",81,89,10,0,0,"APR"
85,"caucusNV","February",0,0,0,0,0,"FEB"
85,"covid","March",100,100,0,90,1,"MAR"
85,"falwell","August",100,90,21,60,0,"AUG"
85,"firstStim","March",91,0,100,75,0,"MAR"
85,"georgeFloyd","May",100,100,0,70,0,"MAY"
85,"jadaSmith","July",29,0,0,0,0,"JUL"
85,"kobe","January",99,100,0,90,0,"JAN"
85,"nayaRivera","July",0,0,0,0,0,"JUL"
85,"olsenDivorce","May",0,0,0,0,0,"MAY"
85,"presBiden","November",100,0,91,35,0,"NOV"
85,"presDebates","October",100,100,9,10,0,"OCT"
85,"primaryNH","February",79,11,89,0,0,"FEB"
85,"secondStim","December",62,9,62,51,0,"DEC"
85,"soleimani","January",30,8,12,10,0,"JAN"
85,"thomBrenn","August",0,0,0,0,0,"AUG"
85,"toobinZoom","October",100,85,0,81,0,"OCT"
85,"trumpFraud","November",100,100,0,50,0,"NOV"
85,"trumpInterview","September",40,100,0,20,0,"SEP"
86,"BLM","June",100,60,35,90,0,"JUN"
86,"NFL","April",0,0,0,0,0,"APR"
86,"RBG","September",80,0,50,100,0,"SEP"
86,"baldwin","December",0,0,0,0,0,"DEC"
86,"barronTrump","June",0,0,0,0,0,"JUN"
86,"borisJCovid","April",100,65,50,100,0,"APR"
86,"caucusNV","February",0,0,0,0,0,"FEB"
86,"covid","March",100,80,0,100,1,"MAR"
86,"falwell","August",0,0,0,0,0,"AUG"
86,"firstStim","March",100,0,100,100,0,"MAR"
86,"georgeFloyd","May",100,100,0,100,0,"MAY"
86,"jadaSmith","July",0,0,0,0,0,"JUL"
86,"kobe","January",100,100,0,100,0,"JAN"
86,"nayaRivera","July",100,100,0,100,0,"JUL"
86,"olsenDivorce","May",0,0,0,0,0,"MAY"
86,"presBiden","November",100,0,80,60,0,"NOV"
86,"presDebates","October",100,30,50,0,0,"OCT"
86,"primaryNH","February",0,0,0,0,0,"FEB"
86,"secondStim","December",100,0,100,50,0,"DEC"
86,"soleimani","January",100,20,50,100,0,"JAN"
86,"thomBrenn","August",0,0,0,0,0,"AUG"
86,"toobinZoom","October",10,0,0,100,0,"OCT"
86,"trumpFraud","November",80,70,30,100,0,"NOV"
86,"trumpInterview","September",0,0,0,0,0,"SEP"
87,"BLM","June",60,90,5,45,0,"JUN"
87,"NFL","April",0,0,0,0,0,"APR"
87,"RBG","September",0,0,0,0,0,"SEP"
87,"baldwin","December",0,0,0,0,0,"DEC"
87,"barronTrump","June",0,0,0,0,0,"JUN"
87,"borisJCovid","April",0,0,0,0,0,"APR"
87,"caucusNV","February",0,0,0,0,0,"FEB"
87,"covid","March",50,0,0,70,1,"MAR"
87,"falwell","August",0,0,0,0,0,"AUG"
87,"firstStim","March",90,2,95,25,0,"MAR"
87,"georgeFloyd","May",80,70,10,86,0,"MAY"
87,"jadaSmith","July",0,0,0,0,0,"JUL"
87,"kobe","January",50,90,0,70,0,"JAN"
87,"nayaRivera","July",0,0,0,0,0,"JUL"
87,"olsenDivorce","May",20,1,1,2,0,"MAY"
87,"presBiden","November",85,90,5,100,0,"NOV"
87,"presDebates","October",0,0,0,0,0,"OCT"
87,"primaryNH","February",0,0,0,0,0,"FEB"
87,"secondStim","December",90,0,95,1,0,"DEC"
87,"soleimani","January",0,0,0,0,0,"JAN"
87,"thomBrenn","August",0,0,0,0,0,"AUG"
87,"toobinZoom","October",0,0,0,0,0,"OCT"
87,"trumpFraud","November",75,90,5,1,0,"NOV"
87,"trumpInterview","September",0,0,0,0,0,"SEP"
88,"BLM","June",100,21,50,50,0,"JUN"
88,"NFL","April",0,0,0,0,0,"APR"
88,"RBG","September",39,0,0,0,0,"SEP"
88,"baldwin","December",0,0,0,0,0,"DEC"
88,"barronTrump","June",0,0,0,0,0,"JUN"
88,"borisJCovid","April",38,0,0,0,0,"APR"
88,"caucusNV","February",0,0,0,0,0,"FEB"
88,"covid","March",100,100,0,100,1,"MAR"
88,"falwell","August",0,0,0,0,0,"AUG"
88,"firstStim","March",100,0,53,51,0,"MAR"
88,"georgeFloyd","May",100,100,0,52,0,"MAY"
88,"jadaSmith","July",39,0,0,49,0,"JUL"
88,"kobe","January",100,49,0,100,0,"JAN"
88,"nayaRivera","July",0,0,0,0,0,"JUL"
88,"olsenDivorce","May",20,0,0,0,0,"MAY"
88,"presBiden","November",100,0,70,49,0,"NOV"
88,"presDebates","October",100,0,50,0,0,"OCT"
88,"primaryNH","February",70,0,49,18,0,"FEB"
88,"secondStim","December",100,0,51,59,0,"DEC"
88,"soleimani","January",60,0,0,40,0,"JAN"
88,"thomBrenn","August",0,0,0,0,0,"AUG"
88,"toobinZoom","October",0,0,0,0,0,"OCT"
88,"trumpFraud","November",100,100,0,49,0,"NOV"
88,"trumpInterview","September",0,0,0,0,0,"SEP"
89,"BLM","June",88,35,80,71,0,"JUN"
89,"NFL","April",0,0,0,0,0,"APR"
89,"RBG","September",0,0,0,0,0,"SEP"
89,"baldwin","December",0,0,0,0,0,"DEC"
89,"barronTrump","June",0,0,0,0,0,"JUN"
89,"borisJCovid","April",68,51,0,83,0,"APR"
89,"caucusNV","February",0,0,0,0,0,"FEB"
89,"covid","March",100,82,28,100,1,"MAR"
89,"falwell","August",0,0,0,0,0,"AUG"
89,"firstStim","March",100,70,50,100,0,"MAR"
89,"georgeFloyd","May",100,75,50,50,0,"MAY"
89,"jadaSmith","July",100,25,75,100,0,"JUL"
89,"kobe","January",100,100,0,100,0,"JAN"
89,"nayaRivera","July",82,100,0,93,0,"JUL"
89,"olsenDivorce","May",0,0,0,0,0,"MAY"
89,"presBiden","November",100,10,65,90,0,"NOV"
89,"presDebates","October",91,0,66,77,0,"OCT"
89,"primaryNH","February",0,0,0,0,0,"FEB"
89,"secondStim","December",77,42,70,89,0,"DEC"
89,"soleimani","January",0,0,0,0,0,"JAN"
89,"thomBrenn","August",0,0,0,0,0,"AUG"
89,"toobinZoom","October",0,0,0,0,0,"OCT"
89,"trumpFraud","November",78,49,41,58,0,"NOV"
89,"trumpInterview","September",0,0,0,0,0,"SEP"
90,"BLM","June",69,54,66,18,0,"JUN"
90,"NFL","April",0,0,0,0,0,"APR"
90,"RBG","September",70,35,0,0,0,"SEP"
90,"baldwin","December",18,2,0,11,0,"DEC"
90,"barronTrump","June",38,0,0,33,0,"JUN"
90,"borisJCovid","April",0,0,0,0,0,"APR"
90,"caucusNV","February",0,0,0,0,0,"FEB"
90,"covid","March",100,47,6,87,1,"MAR"
90,"falwell","August",0,0,0,0,0,"AUG"
90,"firstStim","March",70,0,26,72,0,"MAR"
90,"georgeFloyd","May",73,76,0,76,0,"MAY"
90,"jadaSmith","July",14,8,0,18,0,"JUL"
90,"kobe","January",100,74,0,67,0,"JAN"
90,"nayaRivera","July",21,0,0,62,0,"JUL"
90,"olsenDivorce","May",0,0,0,0,0,"MAY"
90,"presBiden","November",97,0,37,15,0,"NOV"
90,"presDebates","October",100,37,0,9,0,"OCT"
90,"primaryNH","February",0,0,0,0,0,"FEB"
90,"secondStim","December",51,0,32,16,0,"DEC"
90,"soleimani","January",0,0,0,0,0,"JAN"
90,"thomBrenn","August",0,0,0,0,0,"AUG"
90,"toobinZoom","October",0,0,0,0,0,"OCT"
90,"trumpFraud","November",96,70,0,89,0,"NOV"
90,"trumpInterview","September",44,31,0,39,0,"SEP"
91,"BLM","June",100,0,88,75,0,"JUN"
91,"NFL","April",0,0,0,0,0,"APR"
91,"RBG","September",63,19,0,41,0,"SEP"
91,"baldwin","December",0,0,0,0,0,"DEC"
91,"barronTrump","June",0,0,0,0,0,"JUN"
91,"borisJCovid","April",45,0,0,25,0,"APR"
91,"caucusNV","February",0,0,0,0,0,"FEB"
91,"covid","March",100,47,23,100,1,"MAR"
91,"falwell","August",0,0,0,0,0,"AUG"
91,"firstStim","March",80,0,91,89,0,"MAR"
91,"georgeFloyd","May",100,100,0,90,0,"MAY"
91,"jadaSmith","July",70,0,0,78,0,"JUL"
91,"kobe","January",100,41,0,100,0,"JAN"
91,"nayaRivera","July",54,24,0,100,0,"JUL"
91,"olsenDivorce","May",0,0,0,0,0,"MAY"
91,"presBiden","November",80,0,100,67,0,"NOV"
91,"presDebates","October",100,66,60,38,0,"OCT"
91,"primaryNH","February",0,0,0,0,0,"FEB"
91,"secondStim","December",100,0,100,0,0,"DEC"
91,"soleimani","January",0,0,0,0,0,"JAN"
91,"thomBrenn","August",0,0,0,0,0,"AUG"
91,"toobinZoom","October",0,0,0,0,0,"OCT"
91,"trumpFraud","November",81,57,0,0,0,"NOV"
91,"trumpInterview","September",66,82,0,84,0,"SEP"
92,"BLM","June",70,0,29,0,0,"JUN"
92,"NFL","April",0,0,0,0,0,"APR"
92,"RBG","September",81,100,0,0,0,"SEP"
92,"baldwin","December",9,22,0,1,0,"DEC"
92,"barronTrump","June",0,0,0,0,0,"JUN"
92,"borisJCovid","April",70,69,0,0,0,"APR"
92,"caucusNV","February",60,0,60,30,0,"FEB"
92,"covid","March",100,100,0,85,1,"MAR"
92,"falwell","August",0,0,0,0,0,"AUG"
92,"firstStim","March",86,0,89,19,0,"MAR"
92,"georgeFloyd","May",100,100,0,50,0,"MAY"
92,"jadaSmith","July",0,0,0,0,0,"JUL"
92,"kobe","January",100,100,0,100,0,"JAN"
92,"nayaRivera","July",100,100,0,100,0,"JUL"
92,"olsenDivorce","May",0,0,0,0,0,"MAY"
92,"presBiden","November",100,0,100,50,0,"NOV"
92,"presDebates","October",39,6,3,0,0,"OCT"
92,"primaryNH","February",0,0,0,0,0,"FEB"
92,"secondStim","December",50,0,84,10,0,"DEC"
92,"soleimani","January",90,81,0,71,0,"JAN"
92,"thomBrenn","August",0,0,0,0,0,"AUG"
92,"toobinZoom","October",0,0,0,0,0,"OCT"
92,"trumpFraud","November",92,92,0,1,0,"NOV"
92,"trumpInterview","September",0,0,0,0,0,"SEP"
93,"BLM","June",95,5,51,64,0,"JUN"
93,"NFL","April",1,1,1,1,0,"APR"
93,"RBG","September",100,71,0,59,0,"SEP"
93,"baldwin","December",35,6,5,34,0,"DEC"
93,"barronTrump","June",0,0,0,0,0,"JUN"
93,"borisJCovid","April",78,15,65,34,0,"APR"
93,"caucusNV","February",0,0,0,0,0,"FEB"
93,"covid","March",100,70,30,100,1,"MAR"
93,"falwell","August",58,32,28,59,0,"AUG"
93,"firstStim","March",100,0,83,85,0,"MAR"
93,"georgeFloyd","May",100,87,25,44,0,"MAY"
93,"jadaSmith","July",0,0,0,0,0,"JUL"
93,"kobe","January",100,84,1,100,0,"JAN"
93,"nayaRivera","July",0,0,0,0,0,"JUL"
93,"olsenDivorce","May",0,0,0,0,0,"MAY"
93,"presBiden","November",100,16,88,32,0,"NOV"
93,"presDebates","October",95,30,49,11,0,"OCT"
93,"primaryNH","February",0,0,0,0,0,"FEB"
93,"secondStim","December",100,12,83,97,0,"DEC"
93,"soleimani","January",20,1,32,8,0,"JAN"
93,"thomBrenn","August",0,0,0,0,0,"AUG"
93,"toobinZoom","October",100,22,64,91,0,"OCT"
93,"trumpFraud","November",100,66,4,36,0,"NOV"
93,"trumpInterview","September",100,74,2,3,0,"SEP"
94,"BLM","June",60,40,0,50,0,"JUN"
94,"NFL","April",0,0,0,0,0,"APR"
94,"RBG","September",30,0,0,30,0,"SEP"
